filepath,class,split
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1965.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1966.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_197.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1970.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1972.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1973.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1974.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1976.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1977.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1978.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1981.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1982.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1983.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1984.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1985.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1986.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1987.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_199.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1990.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1991.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1992.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1993.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1995.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1996.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_1998.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_20.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_200.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2000.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2001.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2002.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2003.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2004.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2005.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2006.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2007.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2008.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2009.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_201.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2011.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2013.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2014.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2015.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2016.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2017.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2018.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_202.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2021.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2022.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2023.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2025.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2027.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2028.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2029.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2030.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2031.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2032.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2034.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2035.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2036.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2037.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2038.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2039.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2041.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2042.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2044.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2046.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2047.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2048.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2049.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_205.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2051.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2052.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2054.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2057.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2058.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2061.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2064.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2065.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2066.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2067.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_207.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2070.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2071.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2073.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2074.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2075.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2077.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2078.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2079.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2080.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2081.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2082.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2083.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2084.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2085.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2088.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_209.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2090.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2091.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2093.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2094.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2095.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2096.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2097.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2098.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2099.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2100.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2101.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2103.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2106.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2107.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_211.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2110.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2113.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_212.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2121.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2122.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2125.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2126.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2129.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_213.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2130.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2131.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2132.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2135.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2136.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2137.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2138.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2139.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2141.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2142.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2143.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2144.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2145.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2146.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2148.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2149.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2150.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2151.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2154.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2156.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2157.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2158.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2159.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_216.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2160.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2161.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2162.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2163.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2164.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2166.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2167.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2169.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_217.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2170.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2172.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2173.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2175.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2178.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2179.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2181.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2183.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2184.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2185.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2187.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_219.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2190.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2191.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2192.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2194.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2195.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2197.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2198.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2199.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_220.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2200.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2204.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2205.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2207.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_221.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2210.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2211.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2213.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2214.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2215.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2217.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2218.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2219.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2220.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2221.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2222.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2223.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2224.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2225.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2226.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2227.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2228.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_223.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2230.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2231.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2232.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2234.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2235.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2236.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2237.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2238.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2239.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_224.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2242.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2243.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2245.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2246.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2247.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2248.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2249.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_225.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2252.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2253.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2254.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2258.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2259.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_226.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2261.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2262.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2264.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2265.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2266.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2267.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2268.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_227.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2270.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2271.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2273.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2274.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2275.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2276.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2277.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2278.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2279.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_228.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2280.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2282.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2285.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2287.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2288.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_229.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2291.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2293.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2296.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2297.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2298.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2299.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_23.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_230.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2300.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2301.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2302.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2305.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2306.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2307.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2308.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2309.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_231.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2311.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2312.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2313.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2314.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2315.png,stone,train
C:\Users\HP Elitebook\Desktop\Kidney-stone-detection\processed\train\stone\Stone_2317.png,stone,train
